Country,Year,Water Source Type,pH Level,Dissolved Oxygen ,Diarrhea,Typhoid,Rainfall
Indonesia,2007,River,8.44,3.2,74.47,15,28.74
Ethiopia,2021,Pond,6.68,3.46,41.84,25,92.02
Brazil,2001,River,6.4,5.69,35.22,30,96.44
USA,2006,Lake,6.13,8.25,51.11,26,77.5
Brazil,2003,Spring,6.6,9.39,32.59,25,75.31
Mexico,2017,Pond,7.71,3.21,88.75,42,63.02
Brazil,2005,Tap,6.21,5.58,79.21,14,97.72
Bangladesh,2008,Tap,6.61,4.57,69.46,48,75.53
Pakistan,2008,Pond,8.14,8.71,92.27,14,26.14
USA,2013,Well,7.46,8.92,37.71,22,27.34
Nigeria,2007,Spring,6.17,4.44,80.01,24,97.09
Mexico,2018,Well,6.12,7.98,40.26,43,95.46
USA,2002,Tap,6.15,8.12,34.26,3,64.63
Brazil,2017,Lake,8.35,4.24,39.3,35,37.13
Bangladesh,2004,Pond,8.12,6.04,96.57,15,66.68
India,2013,River,8.11,7.34,60.83,46,81.08
Ethiopia,2003,Tap,8.31,3.18,33.43,39,20.66
Nigeria,2006,Spring,7.26,5.83,70.85,20,85.83
Ethiopia,2019,Tap,6.62,4.08,43.98,39,57.18
USA,2024,Spring,7,6.79,30.48,42,57.05
Bangladesh,2011,Spring,7.8,8.9,83.09,16,54.74
Bangladesh,2001,Pond,8.19,6.67,40.84,2,75.35
Brazil,2010,Spring,7.09,3.25,95.97,6,36.76
Indonesia,2013,Well,7.34,3.21,71.5,11,68.53
Brazil,2021,Lake,8.33,7.24,36.09,0,23.53
Indonesia,2022,Tap,6.27,5.3,45.25,42,84.91
Indonesia,2015,Lake,8.16,7.01,72.76,36,85.24
Nigeria,2019,River,6.4,4.15,53.67,5,44.95
Brazil,2005,Tap,7.21,8.44,67.25,45,28.43
India,2022,Lake,6.55,9.03,85.97,48,79.82
China,2003,Lake,7.51,9.22,85.48,22,57.62
China,2014,Pond,7.4,5.13,78.86,24,94
Brazil,2023,Pond,6.95,7.63,92.02,24,48.28
Brazil,2024,River,8.16,4.95,43.96,2,87.32
Ethiopia,2000,Spring,7.65,8.34,42.41,3,22.03
Nigeria,2006,Tap,7.8,3.84,85.95,29,81.82
Brazil,2024,Pond,6.38,8.34,52.46,32,74.26
Ethiopia,2011,Tap,8.21,6.08,65.85,28,62.1
Indonesia,2009,River,6.42,8.99,82.08,3,92.83
Bangladesh,2004,Pond,6.56,8.17,57.72,13,95.36
Bangladesh,2011,Pond,6.32,5.64,39.11,20,94.37
Indonesia,2017,Spring,7.1,9.32,77.56,6,67.82
Mexico,2009,Tap,8.22,4.98,87.2,20,61.55
Ethiopia,2005,Tap,6.63,9.77,30.9,6,41.52
Ethiopia,2011,Tap,6.93,8.37,69.38,0,32.97
Indonesia,2006,Spring,8.12,9.93,62.86,33,64.57
India,2017,Pond,7.54,3.38,48.17,22,31.88
Pakistan,2001,River,7.88,4.92,41.27,2,33.77
USA,2009,Tap,6.54,8.19,43.16,17,48.54
Indonesia,2014,Lake,7.79,9.46,80.75,42,34.94
Brazil,2011,Spring,6.57,3.2,67.53,11,60.14
Brazil,2016,Well,8.47,3,98.68,13,73.1
Nigeria,2003,River,7.4,4.79,47.03,40,75.83
Indonesia,2006,Lake,7.74,8.97,96.98,27,62.62
Nigeria,2008,Tap,6.3,8.37,66.06,41,61.74
Indonesia,2018,Well,6.63,5.38,40.22,44,57.98
Ethiopia,2022,River,6.35,3.01,40.37,23,39.62
USA,2006,Spring,6.98,6.88,72.6,23,72.34
Ethiopia,2022,Well,6.71,4.67,88.2,2,72.56
Pakistan,2001,Pond,7.83,8.22,82.34,8,40.46
Bangladesh,2005,Well,6.27,6.12,75.89,23,76.05
China,2017,Lake,7.88,7.75,42.05,1,88.64
Indonesia,2005,River,6.11,8.97,37.58,39,67.58
Pakistan,2012,Lake,6.51,6.75,30.02,27,29.4
Bangladesh,2018,Lake,7.98,5.35,37.13,6,46.18
Mexico,2001,Tap,7.86,8.39,83.65,8,27.42
USA,2011,Spring,7.19,4.86,92.67,44,44.16
Nigeria,2014,Well,6.12,9.24,46.82,38,36.96
Nigeria,2013,River,7.52,3.5,85.64,38,64.37
Ethiopia,2005,Pond,7.02,8.85,43.92,32,53.88
Brazil,2017,Spring,6.79,3.64,47.45,33,77.81
Bangladesh,2004,Spring,7.6,3.39,45.69,20,49.04
Mexico,2017,River,7.09,5.54,33.62,28,32.38
Pakistan,2002,Spring,6.23,9.7,43.58,26,38.88
USA,2002,Tap,8.29,9.88,56.15,16,63.66
Bangladesh,2021,Spring,7.95,4.41,58.38,41,55.99
Mexico,2021,Tap,6.14,4.04,51.66,46,23.41
China,2009,Well,7.31,5.47,66.03,47,36.8
Indonesia,2018,Well,6.21,5.36,56.46,22,43.74
Nigeria,2002,Lake,8.09,8.32,97.93,44,78.03
Pakistan,2011,Tap,7.53,6.11,86.51,20,78.43
Nigeria,2015,Pond,6.43,8.46,95.17,7,75.84
Pakistan,2016,Well,6.05,8.24,69.02,8,85.48
Ethiopia,2006,Spring,6.08,7.05,77.48,32,89.91
Brazil,2012,River,7.27,8.83,41.67,3,25.69
Pakistan,2023,River,7.84,4.37,82.7,17,59.44
Nigeria,2001,Tap,6.3,4.13,46.52,31,31.92
Ethiopia,2003,Pond,6.55,8.25,40.21,29,48.32
Pakistan,2009,Lake,6.82,4.71,32.93,24,73.06
China,2006,Spring,6.55,3.02,63.06,32,68.13
Brazil,2023,Tap,6.98,9.38,50.08,34,30.28
Pakistan,2016,River,7.4,7.36,99.07,41,80.57
Ethiopia,2019,Tap,7.71,6.11,47.49,33,82.96
Bangladesh,2005,Spring,8.41,8.08,90.66,49,31.13
India,2018,Pond,8.33,5.33,52.15,1,69.25
Mexico,2004,Pond,7.43,9.68,82.44,12,95.62
India,2009,Well,7.84,3.48,76.19,40,27.52
India,2008,Spring,8.38,7.49,69.32,22,33.17
USA,2012,Well,6.21,8.44,59.18,22,81.24
China,2018,Well,6.01,6.28,76.98,30,46.95
Bangladesh,2020,Well,6.07,8.28,58.51,1,96.45
Indonesia,2023,Tap,7.41,9.49,68.37,1,69.95
Pakistan,2005,River,7.91,8.21,71.29,4,58.66
Mexico,2003,Pond,6.92,5.17,48.71,13,47.01
Brazil,2023,Tap,7.36,6.93,53.78,22,39.13
Bangladesh,2002,River,7.29,9.38,31.26,34,72
Nigeria,2002,Pond,6.24,6.14,89.65,45,67.36
Indonesia,2003,Spring,6.8,7.77,82.92,0,48.63
USA,2024,Pond,6.05,6.26,42.85,40,93.42
USA,2004,Pond,6.28,3.85,55.34,47,80.94
Bangladesh,2007,Pond,8.03,3.41,59.47,48,40.81
Ethiopia,2015,Lake,8.07,9.67,53.41,39,95.47
India,2021,Spring,8,7.29,85.88,14,80.44
Nigeria,2002,Tap,7.82,3.73,80.78,29,91.77
USA,2023,Tap,7.98,9,83.7,20,30.9
Mexico,2011,River,7.68,6.66,93.29,7,22.64
USA,2024,Tap,7.67,8.4,71.66,6,59.43
Brazil,2007,Well,7.67,3.89,73.02,40,55.85
Pakistan,2012,Pond,7.29,9.35,80.54,33,89.58
USA,2003,Tap,6.91,7.13,77.69,41,33.77
Brazil,2013,River,7.83,8.17,90.89,36,21.89
Bangladesh,2013,River,6.75,3.22,83.91,47,62.34
Bangladesh,2012,Well,7.36,5.21,38.43,31,34.21
Indonesia,2005,River,7.08,4.87,94.99,32,23.96
USA,2016,Lake,6.69,9.65,77.82,5,21.78
Mexico,2003,Pond,8.44,4.3,38.9,41,31.39
USA,2007,Pond,6.65,7.95,84.04,9,50.07
Mexico,2016,Pond,6.77,3.3,55.09,25,90.72
China,2002,Spring,6.4,4.38,86.42,44,80.85
Indonesia,2016,Tap,8.06,5.37,96.88,25,62.41
China,2008,Lake,7.47,8.56,47.87,18,54.43
USA,2001,Tap,7.53,8.53,90.02,34,56.46
Indonesia,2024,Lake,8.05,9.67,84.15,44,90.77
China,2012,Tap,6.86,9.42,76.98,3,77.97
India,2019,Well,6.48,3.57,56.94,24,33.76
USA,2001,River,6.5,8.81,37.69,7,95.18
China,2019,River,7.83,6.16,63.87,11,81.83
India,2010,Well,7.54,9.06,37.4,23,22.73
India,2021,Lake,6.52,3.63,65.01,23,60.18
Bangladesh,2014,Spring,6.36,8.76,87.42,16,72.22
USA,2010,Lake,6.3,4.12,99.83,24,24.88
India,2022,River,7.57,5.34,43.86,32,48.24
Bangladesh,2002,Spring,6,3.2,44.55,26,71.86
China,2002,Tap,6.05,3.87,86.76,1,85.29
Brazil,2011,Spring,6.97,6.12,62.83,8,98.17
USA,2023,Lake,7.73,8.73,94.11,32,29.73
Indonesia,2004,Well,7.74,8.42,83.83,18,70.59
Mexico,2019,Tap,7.08,4.65,81.55,48,91.42
Mexico,2006,Lake,7.73,4.06,37.14,4,77.35
China,2006,Tap,7.3,5.72,32.51,46,70.59
Ethiopia,2012,Spring,8.44,9.18,52.17,19,37.15
Ethiopia,2008,River,6.41,3.64,45.21,23,85.22
China,2024,Lake,7.5,6.8,79.86,30,65
India,2020,Well,7.23,3.62,61.55,43,28.91
USA,2012,Spring,6.49,6.29,66.62,3,94.85
Mexico,2011,Lake,7.87,3.89,86.96,31,99.07
Mexico,2012,Well,6.69,3.56,63.5,46,63.01
India,2023,Lake,6.95,4.34,68.14,34,82.12
Mexico,2009,Spring,6.94,4.79,88.96,13,66.67
Indonesia,2000,Lake,6.61,4.93,60.19,35,53.78
USA,2024,Tap,7.08,7.52,35.82,5,52.73
Pakistan,2007,Spring,7.18,3.38,66.52,16,97.15
Mexico,2021,Lake,7.86,3.57,70.56,17,49.5
China,2015,River,7.91,4.32,65.83,7,59.24
Indonesia,2012,Lake,6.4,9.1,48.06,11,39.88
Mexico,2002,Tap,7.48,7.4,45.66,16,40.26
Indonesia,2002,Well,8.24,8.11,55.88,30,48.5
Bangladesh,2023,Well,6.27,5.59,41.64,0,93.98
Pakistan,2004,Well,7.18,4.49,76.62,10,51.72
Nigeria,2010,River,7.88,3.27,73.03,41,64.18
China,2006,Tap,7.53,6.42,74.27,15,63.66
China,2020,Spring,6.25,7.02,45.74,36,66.65
USA,2023,Well,6.99,9.28,47.26,48,85.6
Indonesia,2009,Tap,7.27,9.17,85.12,27,92.1
India,2009,Lake,8.49,5.97,78.31,8,36.7
China,2019,River,6.45,5.97,91.26,7,88.84
Indonesia,2001,Tap,8.46,4.13,58.25,24,63.82
Indonesia,2002,Tap,6.94,4.8,68.31,9,93.96
Brazil,2007,Spring,6.5,9.48,81.71,39,93.29
Brazil,2010,Tap,7.04,3.99,98.19,2,51.15
Nigeria,2012,Spring,7.53,9.78,99.27,22,72.15
Bangladesh,2006,River,6.53,6.53,99.94,22,89.71
Nigeria,2012,River,6.73,6.2,92.34,43,50.78
Mexico,2001,Lake,8.14,4.22,74.78,3,23.51
India,2005,Spring,8.5,7.63,30.49,49,48.78
Mexico,2008,Spring,6.8,6.22,78.97,22,49.23
Ethiopia,2019,Well,6.37,5.59,46.7,8,84.54
Mexico,2024,Well,7.98,4.85,34,3,44.77
USA,2001,Lake,7.5,3.47,78.8,33,91.52
Mexico,2017,River,6.25,6.64,82.92,38,63.89
Nigeria,2015,Pond,8.37,5.19,76.16,17,66.89
China,2024,Well,6.2,7.96,55.56,33,84.56
China,2011,Tap,7.56,8.06,65.77,33,30.77
Brazil,2006,River,7.06,5.32,95.45,41,21.44
India,2006,Pond,7.39,7.68,81.07,2,24.53
India,2016,Tap,6.53,4.81,65.33,18,22.45
USA,2012,Spring,7.72,8.09,71.54,33,75.99
Nigeria,2010,River,8.4,3.11,94.94,25,39.6
Brazil,2005,Lake,7.15,4.06,57.56,34,88.59
Ethiopia,2022,Spring,7.31,4.72,37.13,40,90.63
India,2013,Spring,6.6,8.41,52.81,42,48.49
China,2005,Tap,8.23,3.46,59.06,30,35.59
Mexico,2005,Spring,8.43,4.32,49.11,42,59.9
Mexico,2001,Well,7.97,5.51,67.03,26,85.26
Brazil,2021,River,7.36,3.06,51.34,2,74.79
Nigeria,2019,Well,8.39,8.33,37.22,36,22.06
Nigeria,2024,Tap,6.38,6.92,43.16,11,20.57
Bangladesh,2014,Pond,7.2,9.3,94.27,46,29.1
Pakistan,2016,Tap,7.34,3.22,74.07,22,46.94
India,2007,River,7.23,4.9,52,16,62.95
Nigeria,2004,Spring,8.01,8.12,55.68,15,85.41
China,2016,Lake,7.68,7.73,64.54,16,31.42
Brazil,2019,Tap,6.32,4.7,77.12,14,32.2
Ethiopia,2000,River,6.87,7.17,70.75,25,89.09
Bangladesh,2021,Lake,6.85,8.56,95.29,44,93.92
Indonesia,2017,Spring,7.41,3.23,73.8,1,64.1
USA,2014,Pond,6.73,8.02,93.76,16,82.79
Ethiopia,2004,Tap,6.29,4.76,30.38,0,47.41
Indonesia,2006,Pond,7.63,9.63,92.34,29,95.7
Mexico,2017,River,8.13,6.77,80.5,31,92.39
USA,2005,Pond,8.33,3.23,42.05,29,87.97
India,2021,Pond,8.43,5.82,48.41,41,21.04
China,2020,River,7.95,9.76,68,3,61.86
USA,2004,River,6.35,8.11,38.75,41,22.13
Pakistan,2018,Tap,8.13,5.1,84.98,43,74.2
Indonesia,2009,Pond,7,7.03,85.38,31,34.68
India,2014,Lake,7.82,7.19,51.07,34,71.16
Pakistan,2009,River,7.33,3.16,34.89,0,27.84
Mexico,2015,Spring,8.07,4.25,99.22,18,80.53
Pakistan,2011,Pond,7.06,6.86,47.55,32,78.12
Bangladesh,2017,River,6.15,5.82,34.73,18,20.37
Bangladesh,2022,Lake,7.39,4.33,53.1,35,83.36
Brazil,2000,Tap,6.43,8.41,97.83,26,33.1
Ethiopia,2015,Pond,8.41,6.42,85.5,12,28.74
Ethiopia,2021,River,7.32,5.17,63.62,26,60.02
India,2005,River,7.38,4.13,51.37,45,67.21
Mexico,2002,Spring,8.27,7.28,59.63,13,28.25
Nigeria,2001,Spring,7.56,7.66,31.22,23,44.38
Bangladesh,2001,Pond,6.76,7.69,80.29,34,52.62
India,2012,River,6.74,4.54,36.98,18,95.49
Nigeria,2008,Pond,7.25,7.17,66.33,24,40.11
Ethiopia,2015,River,8.17,9.34,69.61,10,40.84
Brazil,2004,Spring,7.99,5.47,30.12,8,72.75
Pakistan,2022,Lake,8.41,4.48,98.59,5,78.17
Bangladesh,2020,Well,6.18,8.41,51.15,35,20.87
India,2006,Well,6.67,4.24,35.41,36,30.72
USA,2012,River,6.2,4.78,89.81,28,48.62
Nigeria,2019,Spring,7.88,3.7,40.64,8,70.56
Pakistan,2023,Tap,6.35,4.88,31.75,32,30.73
Bangladesh,2012,Tap,6.25,5.87,64.63,22,48.56
Ethiopia,2006,Well,7.4,3.45,39.09,14,26.42
Mexico,2009,Lake,7.03,9.1,98.77,10,65.69
Nigeria,2014,Well,7.79,6.6,30.73,22,54.11
Ethiopia,2020,River,7.22,7.12,33.58,25,83.05
Bangladesh,2005,Lake,7.06,5.6,88.33,0,65.91
Nigeria,2004,Tap,7.06,7.69,46.78,29,72.73
Pakistan,2022,Spring,8.18,6.02,93.81,16,73.69
Bangladesh,2001,Spring,6.99,8.33,51.78,46,67.17
Indonesia,2020,River,6.83,8.75,34.88,45,21.29
India,2014,Well,6.85,7.7,30.74,40,86.56
Pakistan,2015,River,6.49,6.44,49.78,22,93.34
Nigeria,2018,Spring,8.15,8.48,63.16,35,62.74
Mexico,2008,Tap,6.37,6.46,30.07,40,28.97
Ethiopia,2021,Spring,8.27,3.78,70.68,4,72.38
USA,2018,Lake,6.71,3.81,53.36,34,49.1
Ethiopia,2006,Pond,8.25,9.64,57.31,49,25.86
Nigeria,2003,Spring,7.98,4.49,48.3,8,88.34
Ethiopia,2002,Spring,7.45,8.71,67.03,3,76.94
India,2023,Pond,7.67,4.73,46.11,6,84.39
Bangladesh,2019,Lake,6.81,6.02,39.44,0,83.69
USA,2010,Well,7.44,7.58,92.35,15,48.61
China,2000,Spring,6.73,4.11,57.34,24,58.58
Nigeria,2005,River,7.01,8.16,35.39,5,38.69
Brazil,2010,Spring,7.91,7.83,46.12,37,80.39
China,2000,River,6.61,6.8,51.7,13,61.92
Ethiopia,2020,Lake,8.1,6.96,83.88,36,72
Nigeria,2006,Spring,6.94,3.74,31.56,10,48.53
Indonesia,2005,Lake,7.33,6.05,63.48,0,74.33
Brazil,2013,Lake,8.35,3.61,58.54,41,73.7
USA,2001,Well,7.7,5.16,97.79,0,81.61
Mexico,2003,Spring,7.61,9.3,42.61,35,32.43
Indonesia,2010,River,7.78,7.02,73.95,7,69.89
China,2014,River,8.3,8.2,44.15,31,90.36
Bangladesh,2017,Spring,6.62,7.02,68.39,32,27.53
India,2000,Pond,7.53,4.36,68.85,7,96.86
Mexico,2002,Well,7,7.16,35.27,13,36.62
Indonesia,2002,Well,6.03,8.29,61.95,23,94.92
Bangladesh,2006,Well,6.31,3.97,62.28,48,89.44
Bangladesh,2000,River,6.81,8.72,52.34,40,81.62
Nigeria,2024,Lake,7.41,6.89,49.4,28,36.75
Indonesia,2010,Pond,8.2,3.03,45.7,24,37.32
USA,2005,Well,7.98,6.64,30.42,5,40.74
Ethiopia,2019,River,7.38,5.77,30.13,0,84.84
Brazil,2002,River,6.18,5.08,71.29,22,35.02
Brazil,2018,Lake,6.71,8.4,50.4,40,66.47
China,2001,Spring,6.92,9.3,41.75,32,82.2
China,2017,Spring,7.55,8.34,77.93,13,56.85
Brazil,2011,Well,6.16,8.93,67.02,27,87.26
USA,2009,Well,7.33,9.36,94.05,28,64.97
India,2004,Pond,8.25,9.39,88.17,42,67.61
Pakistan,2008,Lake,7.76,3.8,80.87,39,74.14
Ethiopia,2001,Well,7.99,6.19,38.86,22,87.68
India,2001,Lake,7.7,3,76.63,43,20.37
Nigeria,2005,River,6.52,6.55,78.57,37,51.4
Pakistan,2009,Well,6.28,9.47,83.43,48,97.04
Pakistan,2017,River,8.07,4.39,48.42,42,27.89
Indonesia,2011,Tap,7.74,7.48,74.82,9,38.68
USA,2003,Lake,7.44,7.51,73.28,26,65.67
USA,2021,Tap,6.47,4.12,56.97,7,88.63
Pakistan,2020,Well,7.51,4.67,76.45,43,27.78
Indonesia,2016,River,6.08,6.23,36.07,3,20.32
Ethiopia,2014,Well,6.3,4.32,75.05,20,74.96
Pakistan,2005,Tap,6.78,7.09,72.42,20,67.78
Mexico,2015,Well,7.11,6.39,44.74,29,41.68
China,2016,Pond,6.3,6.63,87.27,12,96.61
China,2002,Spring,6.3,3.94,91.21,2,64.73
India,2009,Tap,7.81,6.62,44.73,19,73.07
Nigeria,2004,Well,7.42,3.35,35.32,35,50.3
China,2013,River,7.33,9.17,72.25,39,93.73
Bangladesh,2020,Well,7.13,5.4,63.59,4,42.09
India,2012,River,8.44,8.99,59.93,21,79.9
China,2005,Spring,6.12,7.91,83.27,1,29.33
Nigeria,2011,Well,6.45,8.36,97.88,24,63.02
USA,2007,Spring,7.62,5.2,63.44,39,66.22
USA,2004,Tap,6.34,4.59,30.43,23,35.07
Ethiopia,2014,River,7.47,5.85,71.74,4,45.9
Pakistan,2015,Pond,7.42,3.17,75.78,15,34.3
Mexico,2000,Tap,8.43,9.43,87.96,14,87.6
USA,2015,River,8.21,5.71,43.96,12,72.58
Indonesia,2004,Spring,8.36,9.92,66.7,10,55.71
China,2002,Lake,6.28,8.33,61.3,15,64.48
Indonesia,2019,Well,8.17,3.56,76.51,17,47.52
Nigeria,2014,Spring,6.32,7.62,34.48,24,54.3
USA,2012,River,7.58,4.9,91.88,46,69.55
Mexico,2023,River,7.8,4.71,65.78,37,36.92
Nigeria,2015,River,6.4,4.8,91.39,39,30.73
Bangladesh,2022,River,7.58,9.41,53.82,3,95.56
Bangladesh,2010,Well,6.13,6.5,75.75,47,38.95
Indonesia,2020,Tap,6.73,7.69,96.97,20,59.62
Pakistan,2001,Pond,8.3,4.97,96.04,10,80.92
India,2021,Lake,6.43,6.66,96.09,33,64.49
Pakistan,2005,Well,6.16,5.45,33.01,29,70.79
Ethiopia,2005,River,7.11,5.25,58.21,3,33.07
Pakistan,2013,Well,8.13,4.73,34.25,13,51.59
Ethiopia,2024,Spring,6.19,5.86,51.66,10,75.22
Ethiopia,2010,Pond,6.89,7.62,42.22,3,36.78
Mexico,2007,River,8.25,4.55,73.41,25,58.68
USA,2007,Lake,6.3,9.76,84.65,2,67.14
Mexico,2000,River,6.78,3.87,65.93,36,83.15
Ethiopia,2020,Pond,7.95,6.36,85.68,37,37.31
Nigeria,2006,Lake,7.36,3.6,30.9,40,98.25
Bangladesh,2005,Pond,8.08,3.16,87.43,3,97.39
Ethiopia,2020,Lake,6.28,9.46,42.49,25,20.98
Mexico,2007,Tap,8.3,8.67,62.27,38,49.44
Nigeria,2018,Tap,8.34,7.86,60.98,44,25.43
Mexico,2021,Well,6.39,9.06,91.12,41,45.38
Pakistan,2020,Well,6.08,8.62,97.62,43,68.57
China,2023,Lake,8.47,7.53,47.86,41,68.7
Indonesia,2019,River,7.21,8.93,34.72,10,27.73
India,2007,Spring,7.43,5.74,75.54,10,74.17
Mexico,2013,Spring,7.54,6.87,65.2,37,87.71
India,2017,River,7.97,8.43,69.6,37,70.49
Brazil,2024,River,8.03,3.59,33.24,19,44.8
Mexico,2015,Tap,6.48,9.01,84.27,25,20.2
China,2008,Spring,6.59,4.1,46.26,37,71.87
India,2014,Lake,8.19,9.05,53.45,11,74.22
Ethiopia,2009,Pond,8.05,5.18,45.98,28,76.7
Mexico,2021,Well,7.54,5.29,96.22,13,23.14
USA,2015,Pond,8.49,3.52,41.81,49,61.32
Indonesia,2003,Tap,7.84,9.2,81.26,24,53.07
China,2019,Spring,6.54,4.22,47.2,41,81.39
India,2012,River,8.12,7.41,59.74,41,77.82
China,2021,Spring,7.04,7.51,99.72,38,96.05
Nigeria,2004,Lake,6.09,4.97,37.04,25,91.8
Indonesia,2021,Tap,6.8,9.9,91.7,9,64.64
Ethiopia,2006,River,7.91,3.45,96.22,13,98.44
Mexico,2022,Pond,8.4,7.26,78.88,4,32.02
Mexico,2008,Lake,6.69,6.36,30.7,21,20.57
Mexico,2007,Pond,6.62,4.72,87.46,10,28.63
Indonesia,2015,Well,7.41,4.14,91.76,28,48.41
USA,2005,Tap,8.03,8.16,98.67,6,80.42
Brazil,2015,Lake,7.87,9.41,88.75,17,50.65
Bangladesh,2005,Lake,7.4,3.75,61.19,30,82.45
Pakistan,2013,Pond,7.58,4.36,78.21,42,79.42
India,2020,River,6.61,9.9,63.96,19,83.55
USA,2000,Well,7.08,3.11,54.71,34,34.98
Ethiopia,2024,Pond,6.64,6.56,73.85,6,61.28
India,2008,Lake,8.21,6.61,83.89,29,77.02
Mexico,2024,Tap,6.28,4.84,74.51,3,42.73
China,2023,Lake,7.7,7.64,87.86,29,87.04
Ethiopia,2012,Spring,6.65,9.61,42.35,29,82.34
India,2018,Tap,7.19,6.15,56.16,29,29.59
Mexico,2016,Tap,6.75,8.25,51.88,17,37.43
India,2010,Lake,6.81,7.52,43.59,42,38.99
China,2007,River,6.65,6.31,61.02,45,90.28
Mexico,2022,Tap,7.88,3.35,96.35,9,34.94
Brazil,2004,Spring,6.91,8.19,67.66,13,69.77
USA,2009,Pond,7.82,5.54,50.05,35,25.19
Nigeria,2006,River,7.14,4.57,54.78,22,64.2
Pakistan,2009,River,7.37,9.64,72.92,11,31.3
Indonesia,2003,River,7.36,8.41,54.69,11,66.04
Pakistan,2008,Tap,8.44,9.74,67.68,33,49.42
Ethiopia,2013,River,6.92,4.79,49.19,25,68.45
Pakistan,2001,Lake,6.52,8.85,54.22,5,51.56
Mexico,2024,River,8.28,7.25,79.4,36,88.34
Brazil,2008,Spring,6.44,9.87,70.92,14,80.56
Nigeria,2020,Well,8.09,9.62,36.54,41,87.58
USA,2000,Spring,6.38,9.81,98.12,38,37.76
USA,2022,Tap,7.65,9.66,33.45,18,31.91
China,2009,River,6.38,3.05,35.81,39,64.59
Indonesia,2009,River,8.31,8.19,79.1,46,89.83
India,2019,Lake,7.41,4.9,79.56,22,28.85
Brazil,2024,Pond,6.82,7.94,31.33,35,38.71
India,2021,River,6.35,9.86,74.99,12,79.68
Nigeria,2002,Spring,6.93,3.28,32.33,30,57.23
Pakistan,2005,Tap,7.76,6.97,97.25,36,68.28
USA,2005,Well,6.96,8.14,78.73,25,67.34
Nigeria,2020,River,6.62,4.77,43.06,42,52.99
Pakistan,2001,Well,7.44,4.58,41.07,47,76.46
USA,2017,River,7.04,3.42,69.88,17,88.18
Pakistan,2022,Tap,6.41,3.66,74.35,46,92.62
Indonesia,2001,Pond,6.38,7.6,88.19,32,23.71
Brazil,2011,Spring,7.77,6.54,93.23,39,64.29
Ethiopia,2021,Tap,8.44,3.21,57.48,31,23.23
Nigeria,2004,Well,6.58,9.79,89.09,3,92.07
Nigeria,2019,River,7.93,7.59,67.97,40,54.34
Bangladesh,2006,Well,6.22,6.61,62.94,18,92.04
Mexico,2023,Spring,6.95,4.91,78.93,6,35.01
Indonesia,2015,Tap,7.27,7.61,37.22,46,32.99
Indonesia,2019,Well,6.67,5.55,48.58,34,92.67
India,2000,Well,7.32,7.92,87.17,25,95.07
Pakistan,2000,Spring,8.21,7.78,65.29,43,81.34
Mexico,2016,River,8.36,3.65,93.56,22,37.76
Brazil,2000,Well,6.25,9.36,36.21,33,33.76
Brazil,2020,Spring,6.68,6.41,51.94,6,79.84
Indonesia,2019,River,8.45,5.75,54.89,10,70.78
Brazil,2012,Pond,6.68,9.69,59.59,7,89.77
Bangladesh,2008,River,7.73,6.07,99.08,12,42.14
Nigeria,2014,Pond,6.63,8.05,51.75,31,43.63
China,2002,Tap,6.89,7.59,66.31,40,78.53
Ethiopia,2013,Spring,6.48,4.16,67.52,33,41.43
India,2022,River,8.14,9.94,83.96,17,56.99
Pakistan,2010,Pond,8.21,6.25,66.25,14,61.61
Ethiopia,2023,Pond,6.74,5.76,72.4,42,73.53
Pakistan,2021,Tap,8.06,9.44,82.73,23,47.55
USA,2011,Lake,6.9,6.7,37.08,46,88.67
Ethiopia,2012,Spring,6.25,7.94,97.44,20,52.19
China,2012,Lake,7.9,8.92,89.24,17,23.31
Indonesia,2000,River,7.49,4.65,57.21,13,25.36
Bangladesh,2023,Spring,6.69,4.19,80.99,18,97.73
Nigeria,2009,Tap,6.63,3.48,83.36,12,69.76
Nigeria,2002,River,8.44,9.28,89.52,15,59.27
Bangladesh,2023,Spring,8.16,4.4,43.18,1,89.57
Mexico,2003,Spring,8.02,5.15,79.26,33,77.35
USA,2015,Lake,6.32,5,32.33,48,34.51
Pakistan,2007,River,7.89,5.13,38.09,25,20.58
China,2015,Tap,6.54,7.68,84.32,21,98.57
Brazil,2016,Tap,8.44,9.68,86.91,19,70.34
Ethiopia,2018,River,6.13,5.31,71.47,28,58.17
USA,2021,River,6.88,5.85,70.72,17,95.57
Ethiopia,2014,Pond,7.07,8.4,82.47,28,49.54
China,2015,Well,8.06,6.03,93.43,41,77.8
India,2014,Lake,7.92,9.48,59.48,43,73.61
India,2024,River,6.94,6.52,38.04,26,74.16
USA,2001,River,7.41,5.43,88.73,34,74.17
Indonesia,2010,Well,8.09,9.8,53.92,28,20.83
China,2000,Well,6.05,5.98,39.37,5,85.94
China,2014,Spring,8.01,4.62,73.02,36,93.84
Bangladesh,2018,Tap,8.37,4.24,70.47,24,55.95
Indonesia,2003,Lake,6.08,9.97,63.2,20,64.84
Pakistan,2010,Spring,6.11,8.27,90.19,30,45.98
Pakistan,2004,River,6.86,5.86,49.06,39,82.81
Brazil,2002,Well,6.22,8.78,30.93,49,78.93
Nigeria,2012,Pond,7.2,6.83,52.64,15,79.08
India,2009,Tap,7.82,5.22,30.68,13,78.79
Pakistan,2010,Spring,7.42,8.2,68.05,5,37.48
Indonesia,2017,Pond,6.49,8.22,56.48,10,29
